n_images,runtime_seconds,peak_memory_mb,images_per_second,n_phash_components
250,1.370226969000214,0.8252153396606445,182.45152493415924,250
500,3.3864524110003913,1.3590993881225586,147.64713609316456,500
1000,6.167873422999946,2.4474315643310547,162.13043482231797,1000
2500,17.261320020999847,5.803829193115234,144.83249235623578,2500
5000,41.78669081099997,11.290411949157715,119.65532333284919,4999
