model,metric,ci_low,ci_high
finetuned,accuracy,0.9894957983193278,0.9971988795518207
finetuned,balanced_accuracy,0.9898543234734053,0.9977106097824961
finetuned,macro_f1,0.9880663688215887,0.9970205640668109
finetuned,macro_auc_ovr,0.9999008495047265,0.9999981966565599
finetuned,ece,0.002296203889307573,0.009434332886413398
finetuned,brier,0.004501600294302111,0.017756696254740672
finetuned,nll,0.00689442067436346,0.02797858599326064
