marginal_coverage,mean_set_size,singleton_rate,empty_sets,Normal_coverage,Pneumonia_coverage,Tuberculosis_coverage
0.9103641456582633,0.915266106442577,0.915266106442577,121,0.9023668639053254,0.9018691588785047,0.9199395770392749
