marginal_coverage,mean_set_size,singleton_rate,empty_sets,Normal_coverage,Pneumonia_coverage,Tuberculosis_coverage
0.8921568627450981,0.8921568627450981,0.8921568627450981,154,0.8579881656804734,0.9135514018691588,0.8957703927492447
